record_id,date,year,season,region,product_id,category,product_name,color,fabric,price_tier,price_usd,discount_pct,historical_sales_units,search_volume_index,social_media_mentions,instagram_hashtag_count,tiktok_video_count,influencer_mentions,customer_rating,return_rate_pct,stock_availability_pct,repeat_purchase_rate_pct,website_click_through_rate,days_in_top_100,trending_score,is_trending,trending_label
7734,2024-05-01,2024,Summer,North America,P107733,Accessories,Statement Earrings,Rust Orange,Cotton,Mid-Range,65.48,0.0,0,71,1533,4930,222,12,3.0,10.9,41.7,36.3,3.12,5,31.51,0,Not Trending
7735,2023-02-10,2023,Summer,Middle East,P107734,Accessories,Statement Earrings,Charcoal,Silk,Mid-Range,48.03,6.6,1452,61,2058,12833,664,16,3.9,17.2,84.7,20.7,3.77,20,51.13,0,Not Trending
7736,2024-02-25,2024,Spring,Europe,P107735,Outerwear,Denim Jacket,Sage Green,Polyester,Budget,23.52,0.0,2714,58,2871,14026,1309,12,4.8,5.4,100.0,32.2,4.99,24,58.99,0,Not Trending
7737,2025-10-15,2025,Summer,Latin America,P107736,Tops,Blouse,White,Silk,Mid-Range,63.27,6.4,1639,42,2615,1862,544,19,4.3,19.5,45.4,10.3,3.47,41,48.66,0,Not Trending
7738,2024-03-08,2024,Spring,Latin America,P107737,Bottoms,Wide-Leg Jeans,Lavender,Knit,Budget,23.3,38.4,325,15,2636,6293,2688,16,3.6,9.1,100.0,19.5,4.21,41,68.59,1,Trending
7739,2025-02-22,2025,Winter,Middle East,P107738,Bottoms,Denim Shorts,Beige,Knit,Budget,30.93,8.9,1609,88,2137,10873,0,18,3.2,10.4,73.0,21.0,5.03,24,46.07,0,Not Trending
7740,2024-08-24,2024,Winter,Europe,P107739,Dresses,Bodycon Dress,Cream,Knit,Mid-Range,57.11,0.0,617,27,813,7511,1385,10,4.1,3.8,46.6,7.4,1.99,1,43.12,0,Not Trending
7741,2025-01-27,2025,Fall,Middle East,P107740,Accessories,Statement Earrings,Burgundy,Polyester,Mid-Range,63.6,0.0,983,83,745,7986,620,21,4.4,15.9,48.4,11.2,4.28,12,46.62,0,Not Trending
7742,2025-12-06,2025,Fall,Latin America,P107741,Denim,Baggy Jeans,Rust Orange,Satin,Budget,32.36,2.3,1970,26,2667,12982,438,25,4.4,2.7,81.5,32.0,4.18,48,38.88,0,Not Trending
7743,2023-07-21,2023,Summer,North America,P107742,Footwear,Slides,Cream,Wool,Mid-Range,68.46,17.7,1125,100,3558,7029,2541,17,4.7,13.6,70.3,17.9,3.48,40,76.37,1,Trending
7744,2023-02-22,2023,Fall,Europe,P107743,Activewear,Sports Bra,Sage Green,Cotton,Budget,22.06,19.8,1432,76,3843,13861,1665,18,3.6,6.6,63.5,0.0,2.97,39,62.83,1,Trending
7745,2024-09-02,2024,Summer,North America,P107744,Tops,Crop Top,Hot Pink,Denim,Budget,27.83,0.3,1824,57,0,8270,3152,13,4.3,4.3,80.8,33.8,2.09,13,64.66,1,Trending
7746,2023-04-17,2023,Fall,Europe,P107745,Dresses,Slip Dress,Lavender,Wool,Luxury,510.29,33.0,923,76,4384,4578,1501,14,3.4,23.6,71.6,28.1,4.3,5,45.51,0,Not Trending
7747,2024-11-14,2024,Fall,Latin America,P107746,Footwear,Chunky Sneakers,Beige,Silk,Mid-Range,70.37,11.0,1292,57,568,11956,1445,16,3.5,12.0,46.6,31.3,3.05,46,43.02,0,Not Trending
7748,2024-11-27,2024,Spring,Latin America,P107747,Activewear,Sports Bra,Charcoal,Satin,Mid-Range,87.49,0.0,2484,68,5945,1959,2954,13,4.7,22.1,90.6,21.7,3.9,20,75.6,1,Trending
7749,2025-10-09,2025,Summer,Latin America,P107748,Outerwear,Oversized Blazer,Hot Pink,Knit,Budget,25.33,22.7,2517,58,818,11500,2312,13,4.2,8.6,53.8,19.4,4.17,28,60.55,0,Not Trending
7750,2025-05-04,2025,Winter,Europe,P107749,Accessories,Belt Bag,Mocha Mousse,Knit,Mid-Range,81.72,5.3,1483,60,6224,7205,0,14,3.6,12.5,75.9,18.9,3.57,6,56.41,0,Not Trending
7751,2024-02-05,2024,Spring,Asia Pacific,P107750,Denim,Denim Vest,Hot Pink,Wool,Luxury,441.76,38.3,828,52,90,7498,1092,9,4.3,13.2,58.9,18.1,1.21,34,46.74,0,Not Trending
7752,2024-12-01,2024,Winter,Latin America,P107751,Bottoms,Denim Shorts,Charcoal,Polyester,Mid-Range,71.06,22.1,1413,39,1627,12222,1735,18,3.8,6.5,100.0,22.0,4.34,16,51.32,0,Not Trending
7753,2024-05-12,2024,Fall,Asia Pacific,P107752,Dresses,Wrap Dress,Hot Pink,Silk,Budget,27.96,10.9,961,58,3433,4369,1327,20,4.2,6.6,76.7,22.0,4.86,34,51.97,0,Not Trending
7754,2024-06-23,2024,Summer,Asia Pacific,P107753,Footwear,Slides,Cherry Red,Cotton,Mid-Range,40.72,10.4,1378,31,1176,5824,122,13,3.7,1.1,90.7,25.6,1.79,16,26.36,0,Not Trending
7755,2024-05-14,2024,Summer,Middle East,P107754,Dresses,Shirt Dress,Mocha Mousse,Polyester,Mid-Range,59.63,15.4,2240,52,3498,8094,1029,19,4.4,10.7,94.5,9.7,4.88,23,39.81,0,Not Trending
7756,2025-10-25,2025,Winter,Latin America,P107755,Accessories,Oversized Sunglasses,Sage Green,Satin,Mid-Range,86.4,31.2,1591,0,2375,6343,27,17,4.2,6.5,57.8,19.5,2.27,43,25.66,0,Not Trending
7757,2025-05-12,2025,Summer,North America,P107756,Denim,Skinny Jeans,White,Knit,Premium,206.1,24.2,1817,38,0,221,1656,14,4.8,8.7,71.7,10.2,6.17,16,46.19,0,Not Trending
7758,2025-02-18,2025,Fall,North America,P107757,Footwear,Ballet Flats,White,Satin,Budget,13.92,18.4,884,42,0,0,1614,15,3.4,18.2,82.1,28.9,5.87,37,42.22,0,Not Trending
7759,2024-04-27,2024,Summer,Middle East,P107758,Denim,Skinny Jeans,White,Silk,Budget,22.15,3.3,2555,23,3038,13036,1885,16,4.6,2.8,82.0,6.3,4.08,31,44.88,0,Not Trending
7760,2024-12-26,2024,Fall,Latin America,P107759,Footwear,Slides,Lavender,Satin,Budget,30.3,18.6,1750,52,1505,15365,2137,10,4.2,11.8,82.7,27.3,4.42,0,74.52,1,Trending
7761,2023-03-12,2023,Fall,Asia Pacific,P107760,Outerwear,Denim Jacket,Baby Blue,Knit,Budget,20.93,13.9,1332,33,7095,4745,0,11,3.6,12.9,61.4,19.6,3.18,0,43.06,0,Not Trending
7762,2023-06-17,2023,Winter,Europe,P107761,Tops,Tank Top,Black,Satin,Mid-Range,47.01,4.8,1490,70,5480,5026,1183,15,4.0,9.0,58.8,17.7,4.19,25,48.71,0,Not Trending
7763,2023-05-05,2023,Winter,Asia Pacific,P107762,Dresses,Wrap Dress,Charcoal,Cotton,Mid-Range,59.5,21.1,616,0,3556,6150,944,16,3.6,5.4,80.4,9.7,3.57,19,30.72,0,Not Trending
7764,2025-02-02,2025,Spring,Asia Pacific,P107763,Denim,Denim Skirt,Rust Orange,Wool,Premium,196.46,30.7,1160,25,0,1608,1826,18,3.6,11.7,68.2,12.6,2.5,45,21.76,0,Not Trending
7765,2024-10-21,2024,Spring,North America,P107764,Denim,Skinny Jeans,Mocha Mousse,Polyester,Mid-Range,69.79,15.7,2102,95,4612,2008,1462,12,2.8,11.8,75.4,14.5,2.79,17,64.19,1,Trending
7766,2025-02-22,2025,Spring,North America,P107765,Footwear,Ballet Flats,Butter Yellow,Knit,Luxury,264.1,0.0,1211,57,0,6797,2891,15,4.7,28.3,46.6,18.1,3.57,40,41.48,0,Not Trending
7767,2024-10-02,2024,Spring,Latin America,P107766,Dresses,Shirt Dress,Sage Green,Linen,Budget,21.46,7.9,1121,41,2738,9728,1954,18,4.2,9.5,86.4,4.7,2.57,40,52.45,0,Not Trending
7768,2025-01-05,2025,Fall,Latin America,P107767,Accessories,Belt Bag,Sage Green,Polyester,Budget,30.53,29.2,2324,44,1633,5471,2900,16,4.2,17.8,92.0,12.7,0.56,0,52.26,0,Not Trending
7769,2023-09-24,2023,Summer,Asia Pacific,P107768,Activewear,Yoga Set,Lavender,Knit,Premium,123.27,22.3,2441,35,1533,12683,1668,15,4.8,10.5,95.5,0.0,3.45,0,61.42,1,Trending
7770,2024-12-12,2024,Summer,Asia Pacific,P107769,Denim,Denim Skirt,Black,Knit,Budget,16.53,20.3,1455,40,624,5396,1661,12,4.2,4.5,42.2,30.8,2.62,21,42.27,0,Not Trending
7771,2025-07-10,2025,Summer,Europe,P107770,Bottoms,Denim Shorts,Lavender,Silk,Luxury,335.46,24.6,1482,74,1694,11938,860,14,3.5,27.0,79.7,9.2,3.04,21,51.42,0,Not Trending
7772,2024-03-29,2024,Fall,Asia Pacific,P107771,Tops,Bodysuit,White,Linen,Budget,27.16,18.1,303,48,0,3460,1878,21,3.4,15.5,58.8,14.3,4.58,19,60.55,0,Not Trending
7773,2024-07-06,2024,Fall,Europe,P107772,Tops,Tank Top,Burgundy,Satin,Budget,11.98,3.6,2484,13,2439,14446,1040,14,5.0,9.0,69.9,24.5,4.57,15,53.13,0,Not Trending
7774,2025-08-15,2025,Fall,Middle East,P107773,Footwear,Slides,Chocolate Brown,Denim,Premium,121.86,0.0,1248,80,3668,7535,1071,12,3.5,13.9,48.2,27.1,4.1,28,47.18,0,Not Trending
7775,2023-08-01,2023,Summer,Asia Pacific,P107774,Accessories,Bucket Hat,Burgundy,Cotton,Mid-Range,82.56,29.0,229,65,2774,9531,2118,16,3.7,1.6,66.9,5.8,2.17,15,48.8,0,Not Trending
7776,2025-11-17,2025,Fall,Europe,P107775,Bottoms,Wide-Leg Jeans,Black,Polyester,Budget,29.87,12.7,1798,30,4191,6879,2591,13,3.8,16.7,58.3,33.4,1.93,34,49.54,0,Not Trending
7777,2024-05-23,2024,Spring,Asia Pacific,P107776,Dresses,Slip Dress,Mocha Mousse,Wool,Budget,18.0,9.5,2670,73,2929,15049,1903,15,4.1,0.0,54.7,7.8,2.34,36,73.73,1,Trending
7778,2024-11-18,2024,Fall,Latin America,P107777,Outerwear,Trench Coat,Cherry Red,Silk,Budget,33.52,32.7,1130,33,3885,4073,1831,24,4.5,9.9,83.1,35.5,5.92,19,47.46,0,Not Trending
7779,2024-11-05,2024,Winter,Middle East,P107778,Activewear,Bike Shorts,Burgundy,Wool,Budget,13.11,13.8,2743,7,1227,1177,2544,19,4.3,0.0,65.2,26.5,3.84,11,39.99,0,Not Trending
7780,2023-05-04,2023,Winter,North America,P107779,Outerwear,Oversized Blazer,Chocolate Brown,Silk,Budget,16.2,8.2,200,0,5734,12215,0,21,4.4,16.5,37.8,26.6,2.91,13,41.17,0,Not Trending
7781,2025-09-23,2025,Winter,Asia Pacific,P107780,Activewear,Bike Shorts,Cherry Red,Polyester,Budget,32.47,14.2,1528,14,3562,6958,1412,14,5.0,20.6,55.3,21.4,3.9,1,46.04,0,Not Trending
7782,2023-08-16,2023,Fall,Asia Pacific,P107781,Tops,Bodysuit,Burgundy,Wool,Mid-Range,83.62,0.0,1350,39,2424,12285,2493,17,4.0,19.4,71.5,22.8,0.7,43,49.32,0,Not Trending
7783,2023-08-04,2023,Spring,Middle East,P107782,Tops,Crop Top,Baby Blue,Wool,Budget,18.4,14.2,490,48,4007,2259,1310,10,3.5,20.5,73.4,34.0,4.95,15,51.85,0,Not Trending
7784,2024-06-17,2024,Winter,Asia Pacific,P107783,Bottoms,Wide-Leg Jeans,Mocha Mousse,Silk,Budget,25.08,34.6,2626,42,482,14652,1867,9,3.5,3.0,87.8,37.8,2.55,23,60.06,0,Not Trending
7785,2023-12-11,2023,Winter,Middle East,P107784,Tops,Bodysuit,Black,Silk,Premium,147.17,14.5,1330,74,4404,7107,0,11,4.7,0.0,52.5,37.8,4.9,35,48.95,0,Not Trending
7786,2023-12-01,2023,Winter,Middle East,P107785,Denim,Skinny Jeans,Charcoal,Linen,Premium,211.7,10.5,2379,100,224,1191,749,15,4.3,30.7,76.1,21.5,3.98,18,50.05,0,Not Trending
7787,2023-03-02,2023,Winter,Europe,P107786,Accessories,Statement Earrings,Butter Yellow,Knit,Budget,29.44,6.0,1856,63,3375,7231,809,21,4.2,16.2,91.4,27.0,3.08,11,38.28,0,Not Trending
7788,2023-07-28,2023,Winter,Middle East,P107787,Accessories,Belt Bag,Chocolate Brown,Wool,Mid-Range,51.55,28.9,1206,33,5499,6025,390,9,3.9,1.2,76.8,14.8,2.61,35,38.32,0,Not Trending
7789,2024-12-18,2024,Fall,North America,P107788,Outerwear,Puffer Jacket,Beige,Polyester,Luxury,314.37,16.3,2486,27,5523,4483,1120,18,4.1,9.6,58.3,18.4,2.41,15,56.84,0,Not Trending
7790,2023-02-24,2023,Winter,Asia Pacific,P107789,Accessories,Oversized Sunglasses,Rust Orange,Polyester,Mid-Range,52.72,11.5,918,22,455,14442,2383,17,4.2,0.0,59.4,40.2,0.79,11,40.98,0,Not Trending
7791,2025-06-05,2025,Summer,Europe,P107790,Bottoms,Leggings,Rust Orange,Cotton,Mid-Range,78.42,1.1,1134,58,5376,7691,567,18,4.0,19.8,64.0,44.9,3.84,6,42.07,0,Not Trending
7792,2023-02-13,2023,Winter,Asia Pacific,P107791,Dresses,Slip Dress,Lavender,Linen,Mid-Range,62.64,14.0,1335,47,3995,12509,794,18,4.6,8.9,73.6,21.0,5.0,2,50.25,0,Not Trending
7793,2025-05-28,2025,Winter,Asia Pacific,P107792,Dresses,Maxi Dress,Cherry Red,Denim,Budget,30.31,11.1,678,32,2024,0,0,12,4.5,12.3,80.2,21.0,4.46,22,31.2,0,Not Trending
7794,2023-04-17,2023,Spring,Latin America,P107793,Denim,Denim Skirt,Baby Blue,Wool,Budget,34.51,25.2,269,55,3470,5574,2925,15,4.3,16.1,78.5,17.1,3.77,24,62.24,1,Trending
7795,2025-10-23,2025,Summer,Middle East,P107794,Accessories,Bucket Hat,White,Satin,Premium,184.95,9.3,1202,28,2981,2568,1363,8,3.8,10.1,79.1,5.2,3.46,26,33.3,0,Not Trending
7796,2024-04-18,2024,Summer,Middle East,P107795,Denim,Flared Jeans,Baby Blue,Cotton,Luxury,464.77,12.0,604,73,276,6572,835,21,4.6,10.4,82.5,21.6,4.09,19,54.07,0,Not Trending
7797,2024-01-14,2024,Spring,North America,P107796,Denim,Skinny Jeans,Rust Orange,Denim,Budget,20.82,0.0,1506,27,3271,10844,2697,21,4.3,14.6,68.8,20.4,4.2,18,69.65,1,Trending
7798,2023-06-23,2023,Spring,Latin America,P107797,Bottoms,Denim Shorts,Baby Blue,Denim,Budget,13.72,2.3,1332,44,3913,3857,503,14,3.9,12.4,63.5,14.9,2.81,32,22.86,0,Not Trending
7799,2023-05-30,2023,Winter,Asia Pacific,P107798,Accessories,Bucket Hat,Beige,Silk,Premium,216.5,0.0,1890,44,5002,12174,217,18,3.9,16.3,99.2,10.5,4.32,23,55.6,0,Not Trending
7800,2023-04-28,2023,Summer,Europe,P107799,Outerwear,Puffer Jacket,Burgundy,Wool,Mid-Range,44.63,27.9,1085,27,4360,10878,0,19,3.4,15.7,34.6,46.2,4.58,18,41.74,0,Not Trending
7801,2024-04-17,2024,Summer,Asia Pacific,P107800,Dresses,Bodycon Dress,Charcoal,Denim,Premium,203.91,16.8,2681,57,1817,11350,1487,15,4.9,16.0,72.9,20.7,2.2,24,64.58,1,Trending
7802,2023-09-23,2023,Summer,North America,P107801,Footwear,Ankle Boots,Black,Satin,Premium,167.38,18.8,2773,24,1328,10023,92,18,4.4,18.6,63.5,23.5,3.29,53,39.06,0,Not Trending
7803,2024-11-24,2024,Spring,North America,P107802,Dresses,Shirt Dress,Charcoal,Satin,Mid-Range,77.77,6.4,1949,33,999,6790,1569,9,4.6,11.1,87.1,30.0,3.97,0,34.09,0,Not Trending
7804,2023-08-09,2023,Winter,North America,P107803,Denim,Flared Jeans,White,Silk,Budget,25.79,11.9,687,28,2997,1876,1202,14,5.0,16.5,56.5,28.3,4.54,3,41.19,0,Not Trending
7805,2023-08-07,2023,Summer,Asia Pacific,P107804,Bottoms,Leggings,Mocha Mousse,Satin,Premium,138.38,17.0,1230,41,2712,1258,145,15,3.5,15.5,89.6,27.0,5.37,9,40.27,0,Not Trending
7806,2025-11-02,2025,Spring,Asia Pacific,P107805,Bottoms,Denim Shorts,White,Silk,Mid-Range,40.99,39.0,750,14,1733,3757,2423,14,4.5,13.4,51.5,32.6,4.27,28,26.52,0,Not Trending
7807,2024-07-02,2024,Fall,Middle East,P107806,Bottoms,Cargo Pants,Chocolate Brown,Satin,Budget,33.02,32.4,2579,0,4366,14344,0,19,3.9,12.9,75.6,20.0,3.16,7,51.17,0,Not Trending
7808,2023-09-19,2023,Spring,Asia Pacific,P107807,Activewear,Yoga Set,Hot Pink,Polyester,Mid-Range,56.61,0.0,1394,53,2160,6837,1706,14,3.4,17.7,56.5,22.5,4.34,42,64.55,1,Trending
7809,2023-06-06,2023,Spring,Middle East,P107808,Accessories,Belt Bag,Beige,Satin,Budget,21.5,13.5,1557,60,1529,0,1362,17,3.4,9.5,62.0,30.7,5.36,20,37.29,0,Not Trending
7810,2023-04-13,2023,Summer,Latin America,P107809,Tops,Bodysuit,Beige,Polyester,Premium,128.05,29.4,1892,67,3831,9633,2242,25,4.4,9.4,100.0,18.7,1.02,33,55.12,0,Not Trending
7811,2023-07-27,2023,Fall,Asia Pacific,P107810,Dresses,Shirt Dress,Burgundy,Linen,Budget,15.76,0.8,1415,57,4036,1091,1831,20,4.5,15.2,64.6,21.6,1.55,35,51.68,0,Not Trending
7812,2025-09-23,2025,Summer,North America,P107811,Tops,Crop Top,White,Polyester,Mid-Range,41.26,0.0,2075,37,1977,21889,1656,14,4.2,17.4,68.1,0.0,2.25,0,50.41,0,Not Trending
7813,2025-11-15,2025,Summer,Europe,P107812,Accessories,Bucket Hat,Lavender,Knit,Luxury,527.04,17.9,1055,11,4044,12942,658,10,4.8,7.5,91.0,9.1,4.31,0,45.71,0,Not Trending
7814,2024-11-12,2024,Winter,Asia Pacific,P107813,Accessories,Mini Bag,Baby Blue,Denim,Premium,109.87,0.0,1610,44,4158,11927,1198,8,4.1,17.2,97.7,34.0,2.65,33,49.28,0,Not Trending
7815,2024-12-23,2024,Winter,North America,P107814,Tops,Tank Top,Burgundy,Wool,Mid-Range,40.76,8.8,1953,61,908,0,1767,17,4.5,11.1,57.6,22.1,4.27,25,67.88,1,Trending
7816,2023-05-12,2023,Spring,Europe,P107815,Denim,Flared Jeans,Chocolate Brown,Knit,Budget,11.59,6.6,1705,69,4129,1923,1390,13,4.6,10.7,61.4,27.2,2.99,33,42.32,0,Not Trending
7817,2024-07-03,2024,Winter,North America,P107816,Tops,Bodysuit,Chocolate Brown,Cotton,Mid-Range,44.28,11.5,1989,47,2818,13285,2457,15,3.2,15.8,87.3,10.9,3.31,6,47.48,0,Not Trending
7818,2024-05-01,2024,Fall,Asia Pacific,P107817,Denim,Denim Vest,Baby Blue,Cotton,Budget,24.28,20.0,61,0,4895,16059,1961,21,3.7,15.9,100.0,21.3,1.15,38,43.99,0,Not Trending
7819,2024-09-02,2024,Spring,Latin America,P107818,Outerwear,Puffer Jacket,White,Cotton,Mid-Range,36.7,10.3,935,27,0,17050,993,11,4.4,17.1,88.9,26.6,4.92,31,51.46,0,Not Trending
7820,2024-04-02,2024,Fall,Asia Pacific,P107819,Activewear,Track Jacket,Sage Green,Linen,Budget,10.27,21.1,805,62,1910,16593,1344,14,3.3,20.0,76.5,2.9,1.75,7,77.13,1,Trending
7821,2023-08-19,2023,Fall,Middle East,P107820,Denim,Baggy Jeans,Hot Pink,Cotton,Luxury,266.46,0.0,1902,33,1182,17609,3630,14,4.0,13.0,75.1,11.6,3.98,39,66.1,1,Trending
7822,2025-09-16,2025,Fall,Latin America,P107821,Dresses,Slip Dress,Butter Yellow,Cotton,Mid-Range,66.29,16.6,1281,15,143,14390,1918,12,4.2,2.1,68.2,16.0,2.59,34,45.47,0,Not Trending
7823,2023-12-26,2023,Spring,Europe,P107822,Bottoms,Cargo Pants,Charcoal,Polyester,Premium,121.91,31.5,1653,100,3130,10414,0,11,3.7,22.2,98.8,9.6,4.43,20,61.56,1,Trending
7824,2025-10-11,2025,Spring,Asia Pacific,P107823,Activewear,Sports Bra,Beige,Knit,Mid-Range,44.24,34.7,2213,72,3173,11029,1279,13,4.2,12.5,100.0,2.1,0.1,36,71.07,1,Trending
7825,2024-07-14,2024,Summer,Middle East,P107824,Outerwear,Puffer Jacket,Cream,Silk,Luxury,525.34,31.2,845,24,2186,6150,1514,11,4.1,9.1,93.0,21.3,5.62,0,45.01,0,Not Trending
7826,2025-03-26,2025,Summer,Latin America,P107825,Dresses,Wrap Dress,White,Linen,Mid-Range,77.39,31.3,1888,31,2624,5834,1845,11,4.6,7.6,72.8,10.7,4.06,7,40.3,0,Not Trending
7827,2025-09-28,2025,Fall,North America,P107826,Accessories,Statement Earrings,Beige,Satin,Luxury,248.26,3.4,1819,55,2338,9410,2723,15,4.2,6.2,54.2,21.9,3.7,22,64.77,1,Trending
7828,2023-12-14,2023,Fall,North America,P107827,Footwear,Ballet Flats,Cream,Silk,Premium,104.4,21.3,1061,72,2624,6317,1204,11,3.7,16.1,60.7,33.3,3.27,33,36.35,0,Not Trending
7829,2024-02-23,2024,Winter,Latin America,P107828,Outerwear,Denim Jacket,Mocha Mousse,Wool,Premium,186.79,0.0,2015,21,2122,5286,254,11,3.3,28.9,56.0,19.9,3.33,23,28.99,0,Not Trending
7830,2024-06-05,2024,Spring,Europe,P107829,Outerwear,Denim Jacket,Rust Orange,Knit,Premium,170.93,21.6,1798,44,4288,704,2113,8,3.8,0.0,78.1,32.0,5.46,25,55.58,0,Not Trending
7831,2023-11-05,2023,Spring,Europe,P107830,Tops,Blouse,Baby Blue,Silk,Premium,104.47,0.6,1095,57,2890,5010,524,10,3.7,10.8,75.6,17.3,3.2,35,48.95,0,Not Trending
7832,2025-10-17,2025,Winter,Latin America,P107831,Tops,Corset Top,Chocolate Brown,Cotton,Luxury,476.0,8.4,1342,31,2951,12310,1563,22,4.4,16.9,90.6,14.9,3.42,51,53.98,0,Not Trending
7833,2023-06-15,2023,Winter,Europe,P107832,Outerwear,Puffer Jacket,Sage Green,Linen,Mid-Range,88.3,0.0,2259,34,3198,5627,2738,21,4.2,21.3,59.2,22.4,5.92,9,65.51,1,Trending
7834,2023-08-17,2023,Winter,Europe,P107833,Bottoms,Mini Skirt,Beige,Linen,Premium,162.1,0.0,364,22,6522,9234,1353,10,3.5,11.9,85.1,17.1,4.65,29,50.22,0,Not Trending
7835,2024-01-29,2024,Summer,Latin America,P107834,Tops,Crop Top,Chocolate Brown,Linen,Premium,109.14,0.0,635,33,0,15794,2803,15,4.3,16.4,100.0,8.2,1.48,14,45.12,0,Not Trending
7836,2025-07-22,2025,Fall,Europe,P107835,Denim,Denim Skirt,Black,Silk,Mid-Range,35.53,0.0,1225,41,0,6197,1049,14,4.6,9.2,79.0,13.2,2.44,21,30.7,0,Not Trending
7837,2023-06-17,2023,Fall,Asia Pacific,P107836,Accessories,Bucket Hat,Sage Green,Knit,Mid-Range,43.08,28.9,1145,54,0,12268,1527,16,4.9,18.2,87.4,21.7,4.06,24,78.88,1,Trending
7838,2023-08-19,2023,Winter,North America,P107837,Denim,Baggy Jeans,Cream,Wool,Budget,17.47,21.4,2080,65,6631,1692,3050,9,4.7,13.1,82.4,46.2,2.73,7,65.99,1,Trending
7839,2024-12-24,2024,Winter,Middle East,P107838,Denim,Flared Jeans,Chocolate Brown,Knit,Budget,21.39,18.0,1836,25,3743,5009,0,19,3.9,14.2,77.7,18.9,3.21,34,24.2,0,Not Trending
7840,2025-08-25,2025,Winter,Asia Pacific,P107839,Outerwear,Oversized Blazer,Butter Yellow,Knit,Luxury,336.24,31.5,761,61,4042,6079,903,18,2.6,22.9,100.0,15.2,4.24,31,48.15,0,Not Trending
7841,2023-10-03,2023,Fall,North America,P107840,Tops,Blouse,Lavender,Knit,Luxury,436.81,13.9,1477,89,7985,6699,2208,14,3.8,10.2,95.8,25.1,6.57,12,79.89,1,Trending
7842,2025-03-22,2025,Fall,Latin America,P107841,Denim,Denim Vest,Chocolate Brown,Cotton,Mid-Range,51.33,22.2,2324,79,5715,4997,1655,16,4.3,7.3,46.9,30.2,4.25,13,58.59,0,Not Trending
7843,2025-05-19,2025,Spring,Middle East,P107842,Denim,Flared Jeans,Cherry Red,Denim,Mid-Range,67.76,14.8,891,45,0,13534,2,12,3.6,16.5,71.9,20.0,3.71,36,33.58,0,Not Trending
7844,2025-07-20,2025,Winter,Middle East,P107843,Activewear,Track Jacket,Sage Green,Knit,Mid-Range,62.83,21.8,1277,61,2389,3594,0,20,3.0,12.9,51.2,5.1,2.33,18,25.06,0,Not Trending
7845,2024-12-27,2024,Spring,Asia Pacific,P107844,Denim,Skinny Jeans,Charcoal,Knit,Budget,34.99,14.2,3297,49,7437,3915,2311,14,3.1,12.6,70.3,21.5,4.87,18,56.11,0,Not Trending
7846,2023-10-12,2023,Spring,Middle East,P107845,Tops,Bodysuit,Rust Orange,Cotton,Budget,29.56,24.0,1909,37,1059,4891,1570,16,4.0,5.1,100.0,17.8,5.35,13,39.37,0,Not Trending
7847,2025-02-23,2025,Summer,Middle East,P107846,Dresses,Wrap Dress,Charcoal,Satin,Budget,21.91,15.3,1328,27,5455,4411,1298,21,4.3,4.2,51.7,33.7,4.49,22,29.39,0,Not Trending
7848,2023-11-10,2023,Summer,Middle East,P107847,Dresses,Bodycon Dress,Cherry Red,Satin,Budget,11.91,0.0,1339,33,3285,7064,2712,12,5.0,5.8,95.7,13.9,2.54,5,62.69,1,Trending
7849,2024-08-20,2024,Summer,Middle East,P107848,Accessories,Mini Bag,Burgundy,Linen,Budget,19.64,36.3,1638,89,4811,13197,1703,13,4.5,0.0,40.0,17.4,2.15,29,57.98,0,Not Trending
7850,2024-07-13,2024,Winter,Asia Pacific,P107849,Accessories,Bucket Hat,Butter Yellow,Silk,Budget,14.57,30.0,1325,68,908,0,1439,16,3.8,11.1,63.1,43.7,4.58,13,49.3,0,Not Trending
7851,2025-12-17,2025,Fall,North America,P107850,Activewear,Bike Shorts,Rust Orange,Knit,Mid-Range,64.93,27.3,2224,73,5777,8903,1403,13,3.6,5.8,97.9,31.3,5.39,30,45.4,0,Not Trending
7852,2023-02-08,2023,Spring,Asia Pacific,P107851,Outerwear,Oversized Blazer,Butter Yellow,Wool,Budget,14.07,11.4,1983,21,0,11337,1787,17,3.8,23.8,78.1,18.3,4.52,28,28.79,0,Not Trending
7853,2024-06-17,2024,Winter,Europe,P107852,Activewear,Running Tights,Chocolate Brown,Silk,Budget,22.56,18.1,903,62,643,5437,1180,16,5.0,14.9,100.0,30.5,3.67,21,42.13,0,Not Trending
7854,2023-12-09,2023,Fall,Middle East,P107853,Denim,Skinny Jeans,Cherry Red,Satin,Budget,16.87,17.0,1729,27,3239,10025,2098,17,3.8,0.8,93.7,11.8,3.64,18,61.65,1,Trending
7855,2025-12-21,2025,Fall,Latin America,P107854,Accessories,Mini Bag,Charcoal,Cotton,Budget,25.25,9.5,183,69,1255,9206,897,6,4.0,23.7,88.0,16.4,2.83,35,42.08,0,Not Trending
7856,2023-10-19,2023,Winter,Europe,P107855,Bottoms,Cargo Pants,Butter Yellow,Wool,Budget,25.23,11.9,1221,58,3017,7612,997,17,3.5,9.7,72.2,27.8,4.79,0,36.03,0,Not Trending
7857,2024-06-23,2024,Winter,Latin America,P107856,Tops,Bodysuit,Hot Pink,Satin,Luxury,349.04,27.8,1034,33,2613,1797,1316,17,3.4,13.1,42.1,10.4,4.85,19,44.43,0,Not Trending
